,ISBN,Book-Title,Book-Author,Year-Of-Publication,ID-Author
3396,1562475150,"Meet Josefina, an American Girl (American Girls Collection (Paper))",Valerie Tripp,1997,4341b9643c623c00e74efcd14851ffc3080ed23ce2e9cfddad78c0fc53a9a6d5
3397,0590448250,"Karen's Cartwheel (Baby-Sitters Little Sister, 29)",Ann M. Martin,1992,02563140dc918c3290f7ec49c3325088d7c376c3b4b8504cdc3259c567d3e8ee
3398,0590386042,It's Fine to Be Nine,Patricia Maclachlan,2000,05ed5841af8fda637846717496a4ed8b186fddbf8d6500ad82f0cfc99d802ed2
3399,0877191174,The Further Adventures of Hank the Cowdog (Hank the Cowdog (Paperback)),John R. Erickson,1988,6b995cf98439099c973c33261b26e4b9499e5f6ae7fd55449eeae10ffa8d5cdc
3400,0689817215,The View from Saturday (Jean Karl Books (Paperback)),E. L. Konigsburg,1998,520713bfbb957f90fbf75976c5a1f69b67424927ed677d0611174edbe7806f31
3401,0671015192,"SANTAS LITTLE HELPER SABRINA THE TEENAGE WITCH 5 (Sabrina, the Teenage Witch (Numbered Paperback))",Cathy West,1997,55f86fbb57f7cebe5ae2273035d2120e19e3c917f99b2d1fce44174a7b838996
3402,0671024272,"SABRINA, THE TEENAGE WITCH MAGIC HANDBOOK (Sabrina, the Teenage Witch)",Patricia Barnes-Svarney,1998,eccd7cba5584e4431494afbdff19f508c01d96380277c8aed1237e194a2a88fa
3403,3453025423,Roter Drache,Robert Harris,2002,b9c57ebbf8cb8b48fac0564c768936b2369a2c5247d503b7c5f7cd8007b73b0d
3404,8807816806,Spiriti,Stefano Benni,2002,985f1cb8959f24998658ad5c78ac27d2585da5510badf2aba3baa4922bb93435
3405,8806134817,Quel Che Resta Del Giorno,Kazuo Ishiguro,1998,b7051dca54a76efe40ba1fcdc694f6309e3b77bb42df4b75cc38c24a5cbf8d3c
3406,0553141406,Smiley's people,John Le CarrÃ©,1980,ef6483275841609ee78dc4653020fa3a87cf95273ce9a23d132b900cd44ebcc4
3407,0517580497,Plains of Passage (Earth's Children),Jean M. Auel,1990,0af37b99eede1ce3cd920bd17c08f155b823c5e91aec2ceb9b8853641d294c8d
3408,0312863403,"Hope of Earth (Anthony, Piers. Geodyssey, V. 3.)",Piers Anthony,1997,ec6f042689e6b8bb3a865ce757dc78ffd87defd4b6dd41e43cafc0ecac28a9dd
3409,086547642X,"Positively 4th Street: The Lives and Times of Joan Baez, Bob Dylan, Mimi Baez Farina and Richard Farina",David Hajdu,2002,006d9302578c8bb8403023e7063f41dcede45eeb41dec14d2d5cdb38e46ea8b9
3410,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,287f05c9aec404fafed0ee0d56343706e07f281bfc44cdb0271a3a79d4fd4972
3411,0140380361,The Root Cellar,Janet Louise Swoboda Lunn,1996,4c1f0b33efdf02f0cc6258bdff203b0a62735866d3a7f6aa9518710b3baa763c
3412,8475843271,AixÃ² Ã©s RÃ dio Pica (ColÂ¨lecciÃ³ Embat),Josep Roca,1997,8af43fb75195880993ff60e5b297946d136730a6a8a36422b2cd78164a4fe40f
3413,0394588169,Jurassic Park,MICHAEL CRICHTON,1990,2eb4a664ced1261337835514ad5ca05a90d507fad878958fa40bb357d4f7aff2
3414,0316143464,Dress Your Family in Corduroy and Denim,David Sedaris,2004,f04b701cc2a5ac5b22391dc2dbd7f0f62c025404d9e212ddc1e1963d6cf59d5f
3415,0385336322,"Ransom (Steel, Danielle)",DANIELLE STEEL,2004,a269322f302a1c12640bcb2b3066605af3839eb7b9fd24b67672b703f29be9ea
3416,038533348X,Cat's Cradle,Kurt Vonnegut,1998,6e43a37dc364d9d530d7d22d6d6ef0e68f20b0af1cbe39a3e943f3425d73337b
3417,0553294385,"I, Robot",ISAAC ASIMOV,1991,24073bb7861780ff2c7b7fd98faf8475bc591b996770ba918f3c5b277df2f10c
3418,1573222623,Drinking Coffee Elsewhere (Today Show Book Club #11),ZZ Packer,2003,3017b27a5f246bce31e8a68475cd444c60c27ee705b052e46c4d33fdd15fad87
3419,1558746161,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998,287f05c9aec404fafed0ee0d56343706e07f281bfc44cdb0271a3a79d4fd4972
3420,0553583867,The Husband Test,Betina M. Krahn,2001,036f784acb71fd4d74a763a32f20fb69c8507b1d9321e80f5e60cae6a37babd4
3421,0553214225,Summer,Edith Wharton,1993,69a12fd7307f8922fba0286bade9320535a8f9bb118bdbe00b9710f5517248e7
3422,0394569962,The Fourth K,Mario Puzo,1991,f34ad4b5aadfee33be7054ae4a5a9208b2de7345e2f362cfaa455285c1931356
3423,0553568914,"Elvis, Jesus &amp; Coca-Cola (Kinky Friedman Novels (Paperback))",Kinky Friedman,1996,b30e2f930c9290f90d4d7b8e82221032de57e2511b3f4bebe9361b5f597bd050
3424,0671721291,The Ship Who Searched,Anne McCaffrey,1992,8620a03797295543d49a18c7a6e6cdcd6f7bcda0711f33bb598d4e7dbbe5aa74
3425,0553563521,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,e914cc384a386ef7935842449ab305de9d62b84ea9cad96220ff18fced075618
3426,055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,e914cc384a386ef7935842449ab305de9d62b84ea9cad96220ff18fced075618
3427,0399142282,Hornet's Nest,Patricia Daniels Cornwell,1997,32f3f1bafc8a214d7042e6f41bf6bfdd57d235ab2da59416a1262f2b72253e0b
3428,0140193383,The Tao of Love and Sex,Jolan Chang,1993,69635dc60d4bab07bae90f82bdfa11e1bda89c5dce96fa45ceaa668790a4d37a
3429,1890159018,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,1998,0c2d9d7f4101226505cd4572f69a739ad26c8f2106da4a7755439acc52da79a5
3430,0446670626,"I, Robot:The Illustrated Screenplay",Isaac Asimov,1994,75abf34d45f25ade860e3a8577d4529dab1b3658028ef82584b5ba1a393a4d65
3431,0590429892,Way Things Work,David Macaulay,1988,6d52dd9e48237769b2f4e66119a5e2afcaa1ea55998e91be4060c27e483d6fde
3432,0782123813,CCNA: Cisco Certified Network Associate Study Guide,Todd Lammle,1998,c601d80dd3779d2c7fd8c95da747e19ce65e8b65ea8f5f8b6856c58592fc9f2c
3433,0782125352,CCNA Exam Notes: Cisco Certified Network Associate,Todd Lammle,1999,c601d80dd3779d2c7fd8c95da747e19ce65e8b65ea8f5f8b6856c58592fc9f2c
3434,1561703249,"The Western Guide to Feng Shui: Creating Balance, Harmony, and Prosperity in Your Environment (Feng Shui)",Terah Kathryn Collins,1996,b891e3e75ad8918f7ddc99b43ac3e1f79811832f5ffd2cee4bace18c432adf03
3435,0812513711,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1992,ea90e1c76029f901845071cac466427424bddbddec317d1119ec7e5e507af8e5
3436,0671004107,Contact,Carl Sagan,1997,dc6a180a7d4c7db38d87aa11f635b763e74ad730df1eba0aba4ced202381a27e
3437,0553213539,The Invisible Man (Bantam Classic),H.G. WELLS,1983,bd87bff40fcfce1ef3f96f8fb602c6027baaff3d41360e2f7d9d70bf57de170d
3438,9681905202,La casa pierde,Juan Villoro,1999,591f0f01f32dd3c54747cc278bc71e382e8a198990d2bd894deb28c8b914080c
3439,8401327156,Resistencia humana,Julio Fuentes,1998,44255d3c602a2aedb7505fa882aef9e1b294c4991b37496a4f5abc8600996912
3440,8420634778,Leon Africano,Amin Maalouf,2000,1d5e4944d1a1a484da5b886ee792cf8c8b7f635039a28a35a41fe2c04d51aa62
3441,0449200396,Rabbit Run,John Updike,1982,216abac7f23956b2ec681103d946b7e256a54a19adc69d64497e8babe81ae1bc
3442,0425173615,Murder on St. Mark's Place (Gaslight Mysteries),Victoria Thompson,2000,6c4a553ae75551d0f9621e51306c31e46252ac16e4ca7e5bd29460dc792c06ed
3443,0684186454,State of Grace,Joy Williams,1986,0b6d9995ac625a69a54c8eb0fec5b18d4137984fa75dbc64fd1b255a4a666112
3444,006016185X,Valsalva's Maneuver: Mots Justes and Indispensable Terms,John Train,1990,4a1ab751bab64b49d49f9a6de0ca13c551bb210f13c28d6592a67e242c956530
3445,0800730364,"I love you, I hate you",Carlos G Valles,1992,1cc2259725ca3b626ec59de0dca7062ade86fb211e336bd89ea9e64f25864185
3446,0671766821,Soul Survivors: A New Beginning for Adults Abused As Children (Fireside),J. Patrick Gannon,1992,4b1fd5625a6d53cb681ab368d099023cecb94cd824d5d1ed5a1d25237dfdef52
3447,0671683993,The Temple of My Familiar,Alice Walker,1990,b65eee5cfce1db456c05d02f3169f6717d2f1921e8b4d57e99a156919cfd0288
3448,0425098680,Dinner at the Homesick Restaurant,Anne Tyler,1992,77e19b164241998fa8fdb8cebdad3e7d6577071fde614aaabab87fb7e9f8e870
3449,0553245694,Still Life with Woodpecker,Tom Robbins,1981,2fd510570fc4b0b88db486b147ec8a5d274bdfb14be69c9a8aeda35e055eaff5
3450,0874775639,"Babinski Reflex: And 70 Other Useful and Amazing Metaphors from Science, Psychology, Business, Sports, and Everyday Life",Philip Goldberg,1990,3b7eb6ab8ac24b7c175563da8ccd4e48a6739c25579a0261aaf86963f3e8a605
3451,0060907215,Lore of the Unicorn,Odell Shepard,1979,1ec1708a1f4c9fb2fba7d5e589a1b2d7f34d7add60abe172660ae05ab58b035d
3452,0385302274,The 27-Ingredient Chili Con Carne Murders,Nancy Pickard,1993,ca52222ee1e27901266def93abd55eda649ccd659b33feb2839c672fc14ed2fa
3453,0670873683,London Holiday,Richard Peck,1998,bbc53ad588e4954c98ff33684dcb2e3729be5397edbb8ea1f8e39bde70786b67
3454,0425168700,Fortune's Daughter,Alice Hoffman,1999,fd9e0fc80d1f706a3667ad8dacf2aa9b30c2489fd95b2a7752aca15dc1dcb878
3455,0375704906,Some Lie and Some Die (Vintage Crime/Black Lizard),Ruth Rendell,1999,d25e95346b77d253c0421a079163fac71a92ff21ee6f5bb58d9f269496b91634
3456,0020519001,A Farewell to Arms (A Scribner Classic),Ernest Hemingway,1987,067a2195a196d4fcc040d57125e7ba23b4314d1f5aa82e1a6552d85dfac20dc9
3457,0345426029,The Broken Hearts Club,Ethan Black,1999,af3fb19bf20b0a23930d7e10e1b99b172ffdafb119a76eee179421b416f216f4
3458,0060973277,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1990,2c8aec6fbb9c899a62daba1e982fe40707f099bb3d247297b6931c7fe93d9441
3459,0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,3b1c2021a1dc6e5b89ec0b79c1b1a92fe129a50453136770ff3635314b729110
3460,0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,7afc20d5eb2beea39badfbd2a3f1a61a4816760efc8082665550ee58fac2ff7f
3461,0688127169,Running from Safety: An Adventure of the Spirit,Richard Bach,1994,bc56dd4857f4d64794aa83cdf031ef983af560d6d69c2bbb798607aea4dfe108
3462,9722110195,Era bom que trocÃ¡ssemos umas ideias sobre o assunto: Romance (O campo da palavra),MÃ¡rio de Carvalho,1995,66b5920ecd6ceb0609b00f2a0b8091748f02a08a55b4f4b25c2769eb3dff64b8
3463,0714832529,The Pre-Raphaelite Vision (Phaidon Miniature Editions),Editors of Phaidon Press,1994,99f2847bf2e4ca085d419e0f0638ed90e83403e9c727a350c2027e1a2ef1caa2
3464,0440784743,Tales of a Fourth Grade Nothing,Judy Blume,1979,fc5e6ad3c25027056bd41655fe5c40522b5bebd82b085472060108a573f8ad69
3465,0812551532,The Morning River : A Novel of the Great Missouri Wilderness in 1825 (Man From Boston),W. Michael Gear,1997,2b9480d5e374967ef684d586caa122629a7cf38d7de3a55eb17783987a5139f3
3466,1573247022,The Food Revolution: How Your Diet Can Help Save Your Life and Our World,John Robbins,2001,c3327c166e260a676ee03da60c45d6e868dc554ca6209980557cd4544ffb28be
3467,0451132157,Rand Ayn : Atlas Shrugged (Signet Shakespeare),AYN RAND,1988,9f33b99387791d1f46ab46ba02022ba2295b84511eac473afaeb96bf6c5e3ab7
3468,055315754X,Horse Play (Saddle Club (Paperback)),Bonnie Bryant,1989,4e5c1719f8fa86595f955eb8c37fdd130d84c526f5499cada7a2181e87126add
3469,0312263449,Honeymoon in Purdah: An Iranian Journey,Alison Wearing,2001,4ef661a9b4a18658b039cabe0cfe6f33eb1a57ea954e6b7195c622aa8cb16016
3470,0060904453,The Thurber Carnival (Harper Colophon Books),James Thurber,1975,a83140d20c644e96f8e26d8bf6e8c2d94a5d7ebca1b6fe8f95df49a3b3953358
3471,0671734547,The Dead Sea Scrolls Deception,Michael Baigent,1992,6e1d40ca092fcccf12c3a2773a7ca6a5a2e1c70ee654f6a38042a70e912b8e20
3472,0812580354,Calculating God,Robert J. Sawyer,2001,352ff6a646fd1b3f0ec4599eeaa5977e6efff3a2f3b61db7feff71cdcdde224f
3473,1400076218,Jazz,TONI MORRISON,2004,ed4454578c3282c2b64c6d62b73b9af80e320c2443a8bc4d2d048f2c6809482f
3474,1573226106,Kitchen Table Wisdom: Stories That Heal,Rachel Naomi Remen,1997,c148f9703ee9f061e6a5c69ba3a232d90e927ef0ffeaf5f8c846aba9ad2a13f9
3475,0373263678,Death Flies On Final (Wwl Mystery),Jackie Lewin,2000,a7fa2f7d24dacc132dd51ffd2f3ff64aef595ea0d2714458520b67888113f158
3476,0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,5b2ade7964ada38193117c19f262a32671d3d79fd55a8facf45e5a8e24b7458b
3477,0679447393,The Orchid Thief,SUSAN ORLEAN,1998,fc6a70848f6404d30e7d0d311e97aea2e95d77a15224299570eb92dbecd94670
3478,0380718650,Fear in Fenway: A Duffy House Mystery,Crabbe Evers,1994,55b7fd17d2e52454ad3ab536a0273283d0ae9661063ca697068a159284ba8c6e
3479,0373263953,Poison Apples (Worldwide Library Mysteries),Nancy Wright,2001,2ed6a5de5727391810ccefde2382c1a840a575e9e29cbc95c8985c23c75980ce
3480,0515102652,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996,c3e6b787b6b635de5f01799bfab763a83360f940dd62cb357e5faf8732f19469
3481,0312263996,Timbuktu : A Novel,Paul Auster,2000,c323220e9a0cd412da72a12aba962bc30c0fd791c142c3c976e98ad1eb4ac92f
3482,1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,d2ce2f090bcb9dc1d1746de00e9028bb3df02389ba6a0db06ab275ec55e73cfa
3483,0595315070,Public Spirituality : A Personal Workbook,Lisa Langford Heron,2004,36e934f638b8b0b3a2d4e846e6a7a4a2805652f6d1f41f5130281f3c8343240a
3484,1594200106,The Shadow of the Wind,Carlos Ruiz Zafon,2004,0ebbc71f31ee5f8e163490426fbedb7536bb69e31e006550d4fc8df9d15d6b09
3485,1589880013,The Verb To Bird,Peter Cashwell,2003,184650234bff64257b590b66494ef453ce04e58d690d216f74922a3ba4e4811f
3486,0553250515,The Member of the Wedding,CARSON MCCULLERS,1984,fe309bfead781801e280408954a92f3e9ff449f194a421811a04337cf5bdf968
3487,0374100128,The Corrections (Oprah Edition),Jonathan Franzen,2001,c1fbcde96168e7036ac37cfddf4af9a3ee68a3d06e614f24c890c1b3a7bea9d4
3488,0452283868,Sula,Toni Morrison,2002,9488913a49f87c07776026e2ea710bbe6e5b2d657183624e5e1b32d081f11628
3489,0446610380,Parable of the Talents,Octavia E. Butler,2001,6c537af3c6fa9f7b1711d5e312b1c5120a97a3cb08edff35bfa91141881b441a
3490,0061097314,The Bean Trees,Barbara Kingsolver,1998,f381d6a4a26413f5b5bf98fbe7d06880038c91910842b63a1f9aac917c6d802d
3491,074325547X,Plan of Attack,Bob Woodward,2004,b2c5c9e5a374638fab7e8e40446bdba7ce241239eb7fc4da49f5e6ab5d5e3189
3492,158988003X,So Many Books: Reading and Publishing in an Age of Abundance,Gabriel Zaid,2003,58abedf679e792cc0979cd78ab4bce62646e03ba45512c3733d82aca34dddb5a
3493,1573222453,The Kite Runner (Alex Awards (Awards)),Khaled Hosseini,2003,f4221fb6ceeeaef7787857abc720abf466f62ec70547acdb96eac5227b412ccf
3494,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,25987eef97345ca3ab285d59630da67e00f54b39adda4de4093600b1bf07e17d
3495,0395873347,Roses: Easy Plants for More Beautiful Gardens (Taylor's 50 Best Series),Houghton Mifflin Company,1999,bead018eb60e24bde3169fe503c835c9216e0d73f5d69ef6d9f260d93041d434
3496,0446677426,A Woman's Liberation : A Choice of Futures by and About Women,Connie Willis,2001,d546809da27ea2822d51b91ea206c44be664c33335bb251e593588bb517b64d8
3497,0393308839,Flash Fiction: Very Short Stories,James Thomas,1992,6302d4cbbea9a4568985ba838e21fed5843155423d2635fd02ddc2d856a7583f
3498,0451524039,Diary of a Madman,Nikolai Vasilevich Gogol,1994,08413210a6242136879119d8b6920e2b78eb8d670e6355a2a5e4e61eea185e51
3499,0060548533,The Buying of the President 2004 : Who's Really Bankrolling Bush and His Democratic Challengers--and What They Expect in Return (Buying of the President),Charles Lewis,2004,0c9fdcf4d818a0798db45f30ae75296bbfc07f4ec36b2a22a5ec494683d4efe1
3500,1885266480,The Open Door: A Novel,Floyd Skloot,1997,dbc69312f46cf92d28ef71e3ab6d128dc95503405dc33562167ea28ec1307328
3501,0060987049,Microserfs,Douglas Coupland,1996,d2fa4509ccba19577b5fac7a0fcb22cbb967b046d5c09d703d724aad8f732ee3
3502,0571169341,Arcadia,Tom Stoppard,1994,69854c4bd334d7a014a03ea1ba603cac8a43b8049fb9eb7d12092662383272d9
3503,0060504080,Small Wonder : Essays,Barbara Kingsolver,2003,f381d6a4a26413f5b5bf98fbe7d06880038c91910842b63a1f9aac917c6d802d
3504,0679749861,Race Matters,Cornel West,1994,9831b8d0cb6683a9673bef2b1b423fc99f68b65c020452ec65f9f09779911b42
3505,0684853701,"A BEAUTIFUL MIND: A Biography of John Forbes Nash, Jr., Winner of the Nobel Prize in Economics, 1994",Sylvia Nasar,1999,c1df99d56834ec9abef732a9565ded525a13f4455133e2330c1c60707970daf0
3506,0374521409,"The Night Trilogy : Night, Dawn, The Accident",Elie Wiesel,1987,90c0f1582b3d735ad013d1f8aafd7426fef9d25d135f6079cf9102cd0533e0e8
3507,0140445277,The Brothers Karamazov (Penguin Classics),Fyodor Dostoyevsky,1993,7ef3e6c43fa9f9bd47f27d702d6c0754bb483b5c898cabc8da0cc49c58718584
3508,0684831546,ACCORDION CRIMES,Annie Proulx,1997,601606c798440d80692938583621d633ada9e99a640a89050d344f148bd9a301
3509,0345404475,Do Androids Dream of Electric Sheep?,Philip K. Dick,1996,9a5d804c19632cfe61dbc08250897d757c11f289fa363f8611180be180119ba4
3510,0375404929,For the Relief of Unbearable Urges,Nathan Englander,1999,ad9fb280a12a334490d06d27dcb2b512346436c0995ec241fc78552b80f57ade
3511,0684857820,Lucky,Alice Sebold,1999,563469527aece00f1af326696f11877250c3253f3a875f900531f6baaad81386
3512,8479274182,AtrÃ©vete a ser tÃº,Susan Carter,1999,3a1246c93a60c623c26c5d0bb5ce7f2595bff0b2e77bc259a358db395fed383d
3513,8475966519,L'abominable crim de l'Alsina Graells (Narrativa),Pep Coll,1999,b04558080ba3df6fa17db34371ca49f825f830bcc28fe3373dc7d1504b6d1007
3514,0140051317,Tales of the Unexpected,Roald Dahl,0,b12a5e4733eabeab8208c7b2ca337e60ddf7a9dd35bc95efe78ac1abd0248754
3515,8423988767,El Vendedor De Noticias (Espasa Juvenil),Jose Luis Olaizola,2001,9d53ff3a87832013d1da02328a6c6d56ab250073f90454276b8f953f249473fb
3516,8420448583,La Ley De La Calle,Susan E. Hinton,2002,a24823179551af97433c260b2f72000ce50f9dd2180db28268775c730b82e7f0
3517,0553291890,More Than One Universe,Arthur C. Clarke,1991,b608c669f5ac1536eec23d198b254f45605c0672994ca13d3a8dd2cf77bf3cc4
3518,0586213333,Indigo 1: Nemesis (Indigo Series),Louise Cooper,1991,acd0a9957d38b06c7337130d089880b8bddf76b9d427f92c0b46d40849fffacb
3519,2080707590,Lais de Marie de France,de France Marie,1997,6605e186aa7754bea6f975840b40c518721b15ce2246899a1d42026776420a35
3520,2715223528,La Gare des faux dÃ?Â©parts,Hugo Marsan,2002,f6156693e8eb20e82f89dd1d4b1b6294fcf7ae6c1fceec8a98f6566c25b0f7bf
3521,2246567610,99 francs: Roman,FrÃ©dÃ©ric Beigbeder,2000,f1527fd3965ec5f0df77b19739ba007649238eb752f0cb23155bbd96c6e5cb51
3522,2253153427,Musc,Percy Kemp,2002,df14c04cb1a9d389b5ccc1035f02254eb8bb974b91401f40306d9b18001dd772
3523,2883531714,Les Quatre Accords toltÃ?Â¨ques : La Voix de la libertÃ?Â© personnelle,Miguel Ruiz,2000,5eec0b8e4f28c598654f1f5639944717bdc46a692f84d92eeb07dd00f411f5a5
3524,2266083309,Le Colonel Chabert,Balzac,2000,bd6fedb3952d1cdaba20a2c0e0818d5367da8969a28448941ea8d943d37cd51b
3525,2070383326,Les chemins de la faim,Jorge Amado,1991,3d9665bb4fb5a580ea7f3dd7c7a634f597e0852d65e447dd2aadc239d1d127f9
3526,2290045799,Vol de sucettes suivi de recel de bÃ?Â¢tons et autres nouvelles,Vincent Ravalec,1997,afbea8debb81c8112861a82a865db3c09fe828348c49abcf9303f97f57a02a92
3527,2264010991,Nocturne indien,Antonio Tabucchi,1988,9a93b1653eefd40a2eaa8b4e07aa9ade0d92c8f3b5daadc85d7d4ff82b6eacab
3528,0449207331,Iberia,James A. Michener,1989,18e639a403fb2c21ba78058762968a8d4f77589aeba8d00538ec92c3fcd08367
3529,0060092645,My Favorite Bride,Christina Dodd,2002,363c9a44bca3dd782defd52c417248d4dce5b9f94b40492c612a81b5c95cfe3a
3530,0451207378,Ravished (Signet Historical Romance),Virginia Henley,2002,b69556cd06709d1b551648504d8e7225b350307e570c7843b6beb288cef1c9be
3531,0061031755,The Promise in a Kiss,Stephanie Laurens,2002,d8978f95a8b99fa4f9b3df4f16ef6bda75c97ab0a2ef42ff0400d21850b821f3
3532,0812551583,Someplace To Be Flying (Newford),Charles de Lint,1999,67a9dc750f5a1f9b9060c2bcc5021bd18e31ea09802da941548e8f5a30fcd1ee
3533,0743410653,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning,2000,2883da88b26f7be2c0bd994ec323a961ca49787857e9792de72aef2ee46f89b5
3534,0684864711,Pure Poetry: A Novel,Binnie Kirshenbaum,2000,9e35cc063cb913322c2802eb34f5d5accb17f6bdca417339b030cf515aa865fa
3535,1582430748,The Great Petrowski: A Fable,Gina Berriault,2000,58d81bc891e52247120b4ac8f5fab2f374ebdf847381afd0b4628bcec4672f56
3536,0684846861,IN THE LAND OF MEN: STORIES,Antonya Nelson,1999,f86411ad94ba89a4cfacc57450ff6c31063054e3e787b143d0d83edb9a9fc03e
3537,0743200349,The Third Miracle : A Novel,Richard Vetere,2000,13d5f73d82d6d07f122b24eca87e92a9a1806eaa9b5c347de70397ab54aa856a
3538,0761521097,Today I Will Indulge My Inner Glutton: Health-Free Affirmations for Cynics,Ann Thornhill,1999,2085e27960f84ff7ca00e89ac903aec63e7aba5abfec655120f32f20c9f98b35
3539,0446674109,The Angry Clam,Erik Quisling,1998,5d5f92e46e50a4a03eb08a1925e502bdd192d34b9de6a705c53265d0167d5384
3540,0849937361,Well Connected,Dianna Booher,2000,5e43f5dc032f91281e717a48b13db499b0d692371f9fb040eded395f2f3d282c
3541,0140124373,Red Dwarf,Grant Naylor,2005,78052653aa5ee56272d4688357679cfd5c4669fa47aa5a8d54378d53c2307912
3542,1853811262,Cats Eye,Margaret Atwood,1995,a42d4368d6ed2e64323b01d2956a90f5cf7469d252fefb2adca1d45911f760b5
3543,0450411435,It,Stephen King,0,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
3544,0749309636,Black Angel,Graham Masterton,1991,36ab3bd4ecd112b47e2cb2302573acb8fe85ef49aed6e8cacff96eeae6175baa
3545,0375704973,The Lake of Darkness,Ruth Rendell,2001,d25e95346b77d253c0421a079163fac71a92ff21ee6f5bb58d9f269496b91634
3546,034543059X,Fatal Charms and Other Tales of Today/The Mansions of Limbo (Omnibus),DOMINICK DUNNE,1999,490748d50495b6e46ed67308e39cd35cb7acd2443e0167163f91980ebcfed419
3547,037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,ed1fba340857768169af854bcbe58a3c04ae5134f60b33fbc5cea8735f5c5726
3548,0752848011,When She Was Bad...,Louise Bagshawe,0,2d597561c692a4921b81c0ff8d16c1f3ed19f22d7f2fb2f758e8f3b6aaccf4cf
3549,1580083412,What Color Is Your Parachute? A Practical Manual for Job-Hunters &amp; Career-Changers,Richard Nelson Bolles,2001,c6335bbec7a09c9ab647970bcf6272d0e1163f6532c7ed43328fbb8f417684bb
3550,0140236716,Going in,Jenny Newman,1995,5eb0146910ed2b5977b146a074684a76118c1071a7ba332030c4664184624a66
3551,0380973499,War's End: An Eyewitness Account of America's Last Atomic Mission,Charles W. Sweeney,1997,ef0103372a181eb2745c861e30631c040d99ee4f5ec11eba3a8f0f3a575334d9
